,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,cr,bigcat,cat_name
0,-0.6840002907508106,-0.10251036439630674,-0.001977271304039861,-0.16112621665228005,-0.08360299852983448,-0.5450687680683385,-0.15665926578467151,-0.3153566023510954,-0.04016504701808145,0.0025899919618233547,-0.10276266316436357,0.261239384279143,0.15687182712499495,-0.0645673740642341,0.0049228952807583186,-0.19554463549500875,0.7797390820360361,1,animal
1,-0.48009253431873544,-0.34748992830621334,-0.0397160738127693,-0.060930724176268866,-0.20465126941121492,-0.03345984200008083,-0.01687234948295984,-0.27155617380164854,0.13058600162826808,0.35159162816057604,0.13452044194991697,0.45859438742367953,0.0489719392902974,-0.10102969823699001,0.023103219871342263,-0.33766803456841854,0.7984847327250593,13,home decor
2,-0.45515061767485115,-0.1389252300962885,0.12879100721473402,-0.22859252115810622,0.23553247972735386,0.29283737817902816,0.05204793767461814,-0.35971340911932476,0.32535592980329514,-0.02973008615857285,0.34495439864102806,0.35986704672719655,-0.004933998078003527,-0.2582382679560867,-0.19533500873448298,-0.48984131101823664,0.7528452093783106,18,musical instrument
3,-0.25370048327095585,-0.14471155597801655,0.09287499629449932,-0.19754117840241595,-0.14782005854687233,-0.08546497661030834,0.4934894075212251,-0.3947508079525195,-0.09771425116222075,0.2890422658817663,-0.027098557400228478,0.6149207476963265,-0.2596159720426439,0.07337187726653273,0.20392383505591333,-0.3875159839664425,0.7618513406522875,99,
4,-0.16739080509330367,0.1401083558420053,-0.12274328093838004,0.13407065829339276,0.13183088354314457,-0.14112722810935502,0.15395018088633908,-0.14842685619939286,0.35945487722749137,-0.0512084192688508,-0.09410917858021317,0.44368651284195654,0.4018139878278968,0.09193117883901182,-0.3462587250175064,-0.3059484289707796,0.7944662057985066,9,electronic device
5,-0.10157515949776914,0.13663283954062128,0.2666798474271356,-0.025094403747432707,0.005091000082280991,-0.1181576944240384,0.229283815096696,-0.2459063486983478,0.17883519216302143,-0.21337397892758447,-0.11939013671823914,0.2021976574316461,0.17274855212742213,0.16380736571143498,-0.07332129376718634,-0.3663099437303731,0.805999844651182,12,furniture
6,-0.0015447021999224703,-0.0816766679573284,-0.1469621354382225,-0.3986252839827,0.29485219695170745,-0.3212894709649336,-0.18813122209991304,-0.18227141113194903,0.21028143195140947,0.3982129918292649,0.06449232478963582,0.23596861871782435,-0.45012290683709727,0.01254819021778684,-0.2819816532717003,-0.5876902807807148,0.7251907697869563,23,tool
7,-0.04645012993582296,0.2890308114771831,0.14494912528130688,0.06575797610314771,0.2869245579024382,-0.29287826608685247,0.03688366450016848,0.15841149209463662,0.40859293525295093,-0.09204350447807294,-0.18333105808287484,0.0978555780729435,0.045432599591568944,0.19338233580547345,0.04306368562654206,-0.5786278668543611,0.7951560114950681,20,part of car
8,-0.19298998106030632,-0.16877559801959455,-0.13381506428634038,-0.12639340398716542,0.4327857355829045,-0.18834949476864782,0.02112935386188728,-0.27438026592029635,0.6786361057287188,0.2750374008678263,-0.2668052118032188,0.13606560298306553,-0.1583705501570161,-0.1389222430667315,0.06676239297259723,-0.45515259220616777,0.7435045885816449,26,vehicle
9,-0.10313017744042895,-0.1641376724606079,-0.32741315198239845,-0.1894632710887498,0.30766407913332117,-0.44624680876438755,-0.12882600581183307,-0.3969308226170056,0.5854267681775069,0.09350061623531122,-0.26227371476245326,0.026314249949371937,0.00556611881261772,-0.4434344045210199,0.130209836415205,-0.4242387093708067,0.7626539564322118,26,vehicle
10,-0.19934139617452132,-0.2841344215743669,-0.4152414811481121,-0.13349998094512924,0.2962795911174033,-0.22716332825216332,-0.2930488140949865,-0.3883669768166491,0.5743437903280428,0.03375907637234556,-0.11746931796417945,-0.2852976444988823,-0.16783846909691008,-0.08234412487881969,0.11483444022645196,-0.5181985797670818,0.7905644443789653,26,vehicle
11,-0.5446733423407482,0.03513616540195797,0.22936438220641261,0.10977898180447197,-0.07566011215031586,-0.06559541628890468,-0.1681001775169957,-0.31936510201938106,0.141566961491164,-0.45276717182569565,-0.4267880228356808,0.375008377369521,0.17015011993779913,-0.1872529962243834,0.2949263763024302,-0.03784856811002385,0.6915167869055066,13,home decor
12,-0.5301337847132093,-0.06349900976146376,-0.07415017927447572,-0.33564718671407295,0.059617946545139716,-0.6242242542773456,-0.09877265502546494,-0.4001793830562981,0.01638627518434652,-0.04115999453564854,-0.23731378096284522,-0.00352835528422658,0.1741994938336702,-0.4347831087232299,0.1578925994504818,-0.1370379910065894,0.8363870150806295,1,animal
13,-0.3266627563975966,-0.1975259680470843,0.08493511081223631,-0.11598198961535634,0.04005102190292641,-0.09387653282512724,0.5566528372700014,-0.3326461050053329,0.15389993141853203,0.31416684242514675,-0.39043247013661475,0.23462271059998036,-0.20592310621900636,0.09509216552836254,0.22276435635391736,-0.34502774373697687,0.820347729377413,10,food
