,0,1,2,cr,bigcat,cat_name
0,-8.362255515378733,5.4478279871989175,-8.557188117776477,0.7797390820360361,1,animal
1,-26.123589946638283,12.240625137810548,0.5189386379163361,0.7984847327250593,13,home decor
2,-24.385152027072415,14.180848605462566,0.6937999932560833,0.7528452093783106,18,musical instrument
3,-25.107905845756328,9.416655706014428,-2.8465097425262105,0.7618513406522875,99,
4,-20.330698795224524,11.947784598659293,-4.992441888715209,0.7944662057985066,9,electronic device
5,-24.493046670670292,16.66165187538943,-4.482669969050599,0.805999844651182,12,furniture
6,-18.220271148594115,11.75865169898263,4.865082593484426,0.7251907697869563,23,tool
7,-25.589538677067058,16.57996333888458,-2.8772806683827086,0.7951560114950681,20,part of car
8,-25.430576839717563,16.04359637462635,-3.4720974425230584,0.7435045885816449,26,vehicle
9,-20.43071449618123,12.278642396424429,-4.958613324016195,0.7626539564322118,26,vehicle
10,-19.4733199405063,12.821208853765636,-2.9339875154582313,0.7905644443789653,26,vehicle
11,-27.37523000020172,13.224777459277748,-7.74553103629821,0.6915167869055066,13,home decor
12,-15.663628568147532,10.767100203559382,-10.859224770467756,0.8363870150806295,1,animal
13,-21.100714968210326,4.721475508840562,-4.121395288269206,0.820347729377413,10,food
14,-21.884741180920564,12.227547618432972,-6.412699390531465,0.7518986941243039,21,plant
15,-11.753431900713807,8.27597201924932,-8.685709889523626,0.8132426873349942,1,animal
16,-26.249241116685848,13.462120254602905,-2.5852521395875456,0.7450487333383564,99,
17,-23.320058778124523,9.391739343618115,-1.651187023423181,0.7671410703118021,99,
18,-22.601565667254956,10.52472830194567,-2.9263246036301096,0.7793528366816241,99,
19,-18.337071142811457,11.191041047178723,-1.3836200623859622,0.7523692131061679,26,vehicle
20,-17.504309330751887,9.966928364330656,-0.3320779091464406,0.7503827045402132,9,electronic device
21,-20.377929371674792,13.608840178151663,-1.962818482268453,0.760987919409889,99,
22,-11.759863996194625,17.968881494386252,-4.185247169752862,0.8365940917408214,3,body part
23,-20.191783801477477,19.030475650861053,-1.6048705869959414,0.8637443554163707,99,
24,-16.86701753715795,10.185196147695992,-11.340353668348515,0.7547192904467438,1,animal
25,-10.230829247869615,7.6378529577721554,-7.657971943456665,0.7807796539898186,1,animal
26,-11.036279488299268,7.369927434674336,-8.301607406617784,0.7213829798072418,1,animal
27,-22.739152157682092,14.594278609969477,1.2018114250993077,0.7427858388224243,99,
28,-18.018887515514223,9.716657399896409,1.8080961551379244,0.7379074854388374,23,tool
29,-19.0212556907212,3.328299311430676,-0.8793806009673508,0.7514259463110777,10,food
30,-19.99271019095565,3.121672142813745,-0.8883092023587423,0.8265585952093325,10,food
31,-20.152272138119752,7.582364850487159,-5.404903438352373,0.6634847776082441,21,plant
32,-16.551996945019102,1.949960608413772,-2.205431586091102,0.8204776639761957,10,food
33,-17.47933935905519,14.157921252061193,-0.07459003333442689,0.8204058310950777,4,clothing
34,-24.435155852859157,12.415911144105522,-12.721551328144471,0.6884195044638517,6,container
35,-24.943423291162127,16.38971752467257,-0.7956380897461052,0.7091216650057741,99,
36,-17.970756188516887,19.004023368398606,-3.718490986790589,0.8251103855218805,3,body part
37,-15.456225814891214,13.042591265331007,0.47808414154111717,0.8255687669198581,4,clothing
38,-24.848865131268123,14.393051544614703,5.35183020690329,0.8159023739227937,27,weapon
39,-18.155367432971115,5.449495133415584,-4.072908043317958,0.8075332676084237,10,food
40,-16.74616448930134,4.164731543026036,-4.865263150026903,0.7882286857834038,10,food
41,-17.314389851393543,10.047433762618219,1.2823466142486164,0.7826210779562147,6,container
42,-19.55226270682991,5.873279435479353,-2.8647992939834888,0.8175056245355452,10,food
43,-22.442539942175365,6.342573279854028,-1.9201452858228156,0.8171612926547138,10,food
44,-29.557992020985544,15.660235770739376,-2.7517164124403206,0.7950330257627584,99,
45,-19.96184188882385,12.014269386302177,2.936278636770368,0.8317437765969407,23,tool
46,-9.387563647993165,13.905648181994245,-4.135842896744702,0.8649896259588173,99,
47,-25.79276854202281,15.500318526161925,-3.346791828460375,0.7595028308803852,99,
48,-25.534298490910622,14.527042303007006,0.07013597544634415,0.7759221079108509,99,
49,-20.829311298290506,19.495660028912337,-2.3396251533391377,0.7586346533028325,6,container
50,-19.74007853637204,12.878147007116848,4.265706770899335,0.8030283817999511,23,tool
51,-19.406091183427733,5.101018906683448,-2.1990196163375444,0.8386790793308543,10,food
52,-23.916311159473643,14.20402664176132,-0.20732360339307182,0.8093417621254789,99,
53,-10.585822651107422,7.4939415187832905,-8.730338264165995,0.779213680869929,1,animal
54,-22.069281225157894,15.475734000882728,-3.3863006599166887,0.7891456960745815,6,container
55,-18.534315168624392,3.0396114793364637,0.25900512886918026,0.8156871869524309,10,food
56,-22.486669565826375,15.658753261278989,3.3150913276824596,0.7654029441235759,18,musical instrument
57,-13.436358685713472,0.4314542824176908,-1.5274569833587481,0.8040352260446132,7,dessert
58,-23.041772147665533,15.952679175979025,-0.5687978844593382,0.7888944969548628,22,sports equipment
59,-23.936387557055596,10.641997056188174,1.4863453384598861,0.7860352151020906,22,sports equipment
60,-22.87515404657033,11.031062888018088,-1.472221499804467,0.7961419311674186,24,toy
61,-23.90610096595442,14.861588519398866,-7.658876802333533,0.7644093597619754,6,container
62,-23.251555031541173,12.336424059910188,-1.7592576650304206,0.7731107416524674,21,plant
63,-18.826799125040566,6.319528752063554,-2.954694254066314,0.8145355217547103,10,food
64,-21.01110974015251,7.842969773257211,-4.983323264888323,0.8331194877109437,99,
65,-16.57977977812128,2.7305567046029595,-1.5639482300571614,0.7974938719385984,7,dessert
66,-24.68778489095813,19.394844886323455,-7.451773006094143,0.8533712702813668,17,medical equipment
67,-16.501382887817968,14.00417453571287,-0.8272372017941091,0.8461554760335249,4,clothing
68,-19.832406929816944,10.987267210265811,5.320272757844574,0.7209028178853369,18,musical instrument
69,-21.768940261261495,8.676293773942263,-4.191268809802588,0.7866108178076415,6,container
70,-24.46345201133206,13.475928240583864,-3.478476690097855,0.8372539503674096,99,
71,-22.535379297015403,13.280143453541784,-1.2482428355131865,0.7623180826936125,99,
72,-17.477231357999763,11.66375431723033,6.2389514495001475,0.7873816910161584,22,sports equipment
73,-24.814905562551484,12.402219395000824,-4.180937709567749,0.8176916040045575,99,
74,-21.292293780425457,11.684802564565805,-4.4693628414108115,0.7701270682030154,99,
75,-26.888930526554102,11.587328228327046,-7.372197665795629,0.713455250696459,1,animal
76,-19.277945992186968,7.844964257897141,-3.3096610386651255,0.7818442515473123,6,container
77,-18.5909702039806,19.674802928998325,-0.5224389002553806,0.8563788023332909,99,
