,Unnamed: 0,0,1,2,cr,bigcat,cat_name,human_typ,radius,within_cat_distance_raw,within_cat_distance,between_cat_distance,between_cat_distance_eu,between_cat_distance_resid
590,590,-16.578183741360963,7.152566343817209,1.6181986189581108,0.7108142563966967,99,other,7.2387303326211585,18.127712162196023,-7.082923571998968,-7.082923571998968,36.79925915056402,8.785975850695003,-1.498113808796056
591,591,-17.05649385893453,9.360057545249925,-2.238035334130419,0.7970837529933441,99,other,5.3538015177757785,19.58426567852565,-6.810859896481617,-6.810859896481617,37.67176144507802,7.2893208314216364,-1.8725765642847705
592,592,-15.940225921987263,9.370708477951643,0.1636006071618445,0.7797996773577742,99,other,7.656219116828307,18.49128835374683,-7.588888814556647,-7.588888814556647,36.71760190185625,7.996672391091814,-1.8910310275593005
593,593,-25.25184034103445,11.470219129432223,0.0080621263744836,0.7352588738274665,99,other,5.467146921270958,27.73484149015763,1.9268417917573046,1.9268417917573046,46.073468540654645,9.315990708136933,-0.4486310549171719
594,594,-20.268275305482348,8.574508859130534,2.147311730196752,0.8158309048724609,99,other,5.33782378288357,22.11190027339971,-3.0123566918204645,-3.0123566918204645,40.831217338666875,8.346369865706604,-0.8770452801590238
595,595,-20.29707062444343,10.390072022697073,-1.0238645542228102,0.7293436019197792,13,home decor,6.8575384260361885,22.824832336643148,-3.9419321118936352,-3.9419321118936352,41.49185804865966,6.6781794923651825,-0.8267504008715107
596,596,-15.505283750258986,9.28442332420128,0.1593340531303409,0.7836841380167049,26,vehicle,7.003216859131752,18.0731770306027,-5.002307908857794,-5.002307908857794,36.93572733879101,8.403991857487744,-1.3149577355502373
597,597,-22.263317230483903,10.377145161050109,-2.542743267548908,0.8008774895615511,99,other,6.612346132813424,24.694249920241198,-1.3892049495894696,-1.3892049495894696,42.85888831917674,7.429979111099673,-1.0601408251473146
598,598,-21.31756283673786,11.61112478888452,2.4597835606691127,0.7867177797623062,99,other,6.063025510467476,24.398918814706807,-1.0550854076953229,-1.0550854076953229,42.93550343260096,8.473260743286655,-0.7306908088847592
599,599,-15.139666121845154,14.29466779904314,-2.652659968217473,0.7673022513032443,17,medical equipment,4.735587862138685,20.990083912955907,-4.421697731803036,-4.421697731803036,40.54853867616814,8.608493270248562,-0.19932957450595978
600,600,-19.44289671617236,11.278831979717763,-11.28755642078973,0.7933594071716086,1,animal,5.310620801796143,25.15247927133549,5.43224894212775,5.43224894212775,45.92866321621736,11.447268542720646,1.6173409090990702
601,601,-22.14264532533265,11.583363098599024,-11.600195803537376,0.750053016467217,6,container,3.523891754220476,27.550600453671922,4.162289517696124,4.162289517696124,47.51302051318338,11.622862009055064,1.1486508813226664
602,602,-20.039468810238187,13.455536614845943,1.322995858620296,0.803292300857568,99,other,4.551107547851386,24.173996232147786,-1.4950812637589053,-1.4950812637589053,42.61297898890751,8.082253585904656,-0.8606575495737872
603,603,-25.26222892107248,16.869002082622977,-4.50488319443096,0.7778058731854968,99,other,5.7656215607793,30.708914241953845,4.783328413668826,4.783328413668826,48.98436609543115,10.979186747585016,-0.08385675347672361
604,604,-17.92241415285011,20.80827235047016,-2.415057565460264,0.8477985176035748,4,clothing,7.360204897627055,27.568634901316923,2.826396953478472,2.826396953478472,47.68394478914827,11.813188233389758,1.3041357479851854
605,605,-23.942369907610622,16.170392458461407,2.448986503285575,0.7819154728149779,22,sports equipment,7.851368719089768,28.995106551740747,2.6920230037752404,2.6920230037752404,48.16203373662592,10.006175295237616,0.5610129288121399
606,606,-19.94029171791432,14.22575493481641,4.028617029571778,0.6973376217278657,99,other,5.658753198416381,24.823720358397765,-0.04130737725696321,-0.04130737725696321,43.695968818294084,9.728867641687474,-0.33390082010025424
607,607,-15.849800200484944,10.503595058626876,2.0437242952553105,0.7731890791215134,27,weapon,8.174853643174169,19.123767530116034,-4.551801242938886,-4.551801242938886,38.426761649618975,8.683866250483838,-0.723340864638395
608,608,-15.778313887311027,10.814791550235196,-9.169654885395088,0.8099609201181731,1,animal,5.964125846807604,21.213143947062647,1.517119961881356,1.517119961881356,41.963783463267156,10.771087671386297,1.0249520495748996
609,609,-16.155060720763306,1.892494963119793,-1.0205679585155714,0.8344992219156325,7,dessert,4.9708208268168255,16.29751769549375,-3.528097044765598,-3.528097044765598,36.536162885611795,11.6577527819937,-0.19436854743280918
610,610,-21.316507039995336,13.560430219365465,-2.641634978659911,0.7067501858001756,99,other,4.691104572017986,25.401908894430164,-0.8352621841263925,-0.8352621841263925,43.549875158809385,7.611668679324959,-0.974985489981492
611,611,-19.08371868174281,13.663430625219524,3.154273801100349,0.7949615168701953,99,other,4.608456141029755,23.681788327455223,-1.3574301046980466,-1.3574301046980466,42.43674916967043,9.000593493911394,-0.6155049426894337
612,612,-18.92097700365034,9.223918523171836,-2.447682776741677,0.7648809344157862,6,container,5.405730937507096,21.191394354084757,-4.123252846516657,-4.123252846516657,39.889141830567226,6.987056512195088,-1.0310696134561113
